name	chrom	txStart	txEnd
ENST00000638467.1	chr1	197268277	197442500
ENST00000367400.7	chr1	197268277	197478455
ENST00000484075.5	chr1	197268277	197478455
ENST00000367399.6	chr1	197268412	197477879
ENST00000476483.1	chr1	197360348	197421441
ENST00000436696.2	chr1	197363816	197364078
ENST00000367397.1	chr1	197413828	197444819
ENST00000480086.2	chr1	197422810	197427837
ENST00000422250.1	chr1	197437975	197447469
ENST00000448952.1	chr1	197442169	197478455
ENST00000620048.5	chr1	197504747	197775493
ENST00000294737.11	chr1	197509643	197775307
ENST00000463124.1	chr1	197545566	197546773
ENST00000235453.8	chr1	197552254	197775192
ENST00000367396.7	chr1	197552254	197775325
ENST00000496935.1	chr1	197605481	197658350
ENST00000422998.1	chr1	197642772	197775633
ENST00000294738.5	chr1	197658299	197735529
ENST00000384410.1	chr1	197685639	197685740
ENST00000418613.2	chr1	197688759	197690627
ENST00000468589.5	chr1	197734008	197775426
ENST00000495550.5	chr1	197735249	197774607
ENST00000447479.2	chr1	197735635	197736107
ENST00000477581.1	chr1	197735657	197775696
ENST00000369171.3	chr1	197746750	197747451
ENST00000440885.1	chr1	197757318	197761965
ENST00000367393.7	chr1	197902646	197907367
ENST00000436652.1	chr1	197902777	197907367
ENST00000542800.1	chr1	197905516	197907364
ENST00000606127.2	chr1	197911901	197917991
ENST00000615520.1	chr1	197912129	197913180
ENST00000475727.1	chr1	197912487	197917959
ENST00000367391.5	chr1	197912490	197932591
ENST00000367390.7	chr1	197912504	197935478
ENST00000561173.5	chr1	197915836	197932266
ENST00000367388.4	chr1	197917354	197918766
ENST00000367387.5	chr1	197917398	197935476
ENST00000367385.8	chr1	198156962	198322420
ENST00000442588.5	chr1	198156993	198253078
ENST00000538004.5	chr1	198156997	198319522
ENST00000367383.5	chr1	198157120	198256531
ENST00000456678.1	chr1	198197778	198198186
ENST00000544035.5	chr1	198206873	198253168
ENST00000417895.1	chr1	198208537	198245349
ENST00000391974.3	chr1	198220798	198262623
ENST00000493790.1	chr1	198277703	198319749
ENST00000367382.5	chr1	198523221	198540735
ENST00000309309.11	chr1	198523221	198540945
ENST00000281087.6	chr1	198523223	198540945
ENST00000489986.1	chr1	198523340	198540674
ENST00000429469.1	chr1	198597723	198598868
ENST00000367379.6	chr1	198638456	198708157
ENST00000643513.1	chr1	198638722	198706875
ENST00000348564.11	chr1	198638967	198757283
ENST00000442510.7	chr1	198639006	198757476
ENST00000530727.5	chr1	198639018	198732556
ENST00000645247.1	chr1	198639045	198704485
ENST00000462363.6	chr1	198639072	198703874
ENST00000367367.8	chr1	198639094	198735252
ENST00000367364.5	chr1	198639096	198693206
ENST00000413409.6	chr1	198639096	198695171
ENST00000529828.5	chr1	198639103	198735252
ENST00000418674.1	chr1	198639161	198699620
ENST00000391970.3	chr1	198639287	198703346
ENST00000427110.6	chr1	198639287	198703346
ENST00000566394.1	chr1	198657552	198667061
ENST00000455475.2	chr1	198679138	198680033
ENST00000484135.1	chr1	198696880	198700146
ENST00000491302.1	chr1	198712789	198718299
ENST00000646230.1	chr1	198752354	198754457
ENST00000412162.1	chr1	198807492	198827216
ENST00000432296.1	chr1	198807657	198937410
ENST00000385240.1	chr1	198858872	198858982
ENST00000385026.1	chr1	198859043	198859153
ENST00000436880.2	chr1	198898465	198937429
ENST00000436136.1	chr1	198949015	198949805
ENST00000422480.5	chr1	198983320	198985201
ENST00000440162.1	chr1	198983623	198985400
ENST00000427439.1	chr1	199006039	199021037
ENST00000432488.1	chr1	199016132	199076735
ENST00000452199.1	chr1	199148597	199393307
ENST00000441715.2	chr1	199371876	199372297
ENST00000430498.1	chr1	199387140	199388475
ENST00000448132.1	chr1	199752490	199752890
ENST00000439946.1	chr1	199876977	199877558
ENST00000363269.1	chr1	199888158	199888261
ENST00000458156.1	chr1	199908920	199909648
ENST00000365621.1	chr1	200008504	200008607
ENST00000365459.1	chr1	200014688	200014795
ENST00000367362.7	chr1	200027601	200177424
ENST00000236914.7	chr1	200027613	200175603
ENST00000474307.1	chr1	200027656	200044535
ENST00000447034.1	chr1	200027882	200039769
ENST00000544748.5	chr1	200042824	200177420
ENST00000367357.3	chr1	200043809	200058424
ENST00000517051.1	chr1	200054060	200054165
ENST00000422446.1	chr1	200147530	200148279
ENST00000439056.1	chr1	200213677	200214322
ENST00000636153.1	chr1	200253418	200374143
ENST00000608159.1	chr1	200315434	200315967
ENST00000425737.1	chr1	200329160	200329677
ENST00000637430.1	chr1	200333192	200478022
ENST00000367355.5	chr1	200342543	200373792
ENST00000367356.1	chr1	200342543	200374354
ENST00000637098.1	chr1	200366590	200400705
ENST00000294740.3	chr1	200404939	200410056
ENST00000367353.1	chr1	200406707	200410009
ENST00000367352.3	chr1	200406729	200409992
ENST00000647823.1	chr1	200411693	200478360
ENST00000634596.1	chr1	200411799	200475513
ENST00000635220.1	chr1	200411829	200415550
ENST00000427825.1	chr1	200473919	200478293
ENST00000635660.1	chr1	200478019	200483604
ENST00000614960.4	chr1	200551496	200618723
ENST00000367350.4	chr1	200551499	200620734
ENST00000447706.6	chr1	200623895	200669907
ENST00000452560.5	chr1	200640810	200649149
ENST00000413408.5	chr1	200640821	200650652
ENST00000331314.10	chr1	200644038	200669969
ENST00000429498.5	chr1	200644120	200663964
ENST00000433235.1	chr1	200644368	200654869
ENST00000453944.1	chr1	200650442	200655104
ENST00000436897.1	chr1	200666258	200669708
ENST00000568695.1	chr1	200669506	200694250
ENST00000358823.6	chr1	200739557	200860704
ENST00000413307.6	chr1	200739778	200858119
ENST00000236925.8	chr1	200739778	200860701
ENST00000532732.1	chr1	200832107	200832834
ENST00000447701.2	chr1	200832715	200853415
ENST00000475326.1	chr1	200856093	200857724
ENST00000432390.2	chr1	200863807	200864152
ENST00000304244.4	chr1	200872954	200874178
ENST00000532631.5	chr1	200891047	200899538
ENST00000451872.6	chr1	200891073	200901009
ENST00000367342.8	chr1	200891340	200915735
ENST00000413687.2	chr1	200894820	200913728
ENST00000531649.1	chr1	200902951	200908162
ENST00000526172.1	chr1	200908494	200911598
ENST00000465162.1	chr1	200911958	200915728
ENST00000435735.2	chr1	200917459	200966536
ENST00000635940.1	chr1	200922690	200966668
ENST00000364162.1	chr1	200933344	200933447
ENST00000332129.6	chr1	200969389	201023700
ENST00000360529.9	chr1	200972989	201023408
ENST00000461742.6	chr1	200972989	201023408
ENST00000422435.2	chr1	200973806	201023700
ENST00000534043.1	chr1	201001406	201005590
ENST00000446333.1	chr1	201023948	201027790
ENST00000458003.1	chr1	201023960	201028792
ENST00000610411.1	chr1	201031135	201036675
ENST00000415359.1	chr1	201035095	201043073
ENST00000367338.7	chr1	201039511	201112451
ENST00000362061.3	chr1	201039513	201112566
ENST00000458416.2	chr1	201113952	201115372
ENST00000449188.2	chr1	201113952	201127184
ENST00000367334.9	chr1	201134771	201154494
ENST00000367333.6	chr1	201134771	201171574
ENST00000472411.1	chr1	201134772	201145668
ENST00000367330.5	chr1	201134772	201154440
ENST00000367332.5	chr1	201134772	201154501
ENST00000495205.1	chr1	201135508	201153961
ENST00000485839.6	chr1	201135598	201154433
ENST00000497582.5	chr1	201135623	201154438
ENST00000455367.5	chr1	201135782	201153957
ENST00000435310.5	chr1	201135800	201154418
ENST00000414605.2	chr1	201135800	201154464
ENST00000437879.6	chr1	201190824	201228648
ENST00000295591.12	chr1	201190824	201228952
ENST00000335211.8	chr1	201190824	201228952
ENST00000444705.2	chr1	201205081	201206475
ENST00000412892.2	chr1	201212641	201228952
ENST00000473483.1	chr1	201213095	201228952
ENST00000453155.1	chr1	201222112	201223123
ENST00000263946.7	chr1	201283451	201332993
ENST00000367324.7	chr1	201283451	201332993
ENST00000352845.3	chr1	201283702	201328836
ENST00000475988.1	chr1	201316191	201320172
ENST00000477817.1	chr1	201328334	201330170
ENST00000476888.5	chr1	201359007	201363350
ENST00000460780.5	chr1	201359007	201364188
ENST00000367318.9	chr1	201359007	201377661
ENST00000367322.5	chr1	201359007	201377680
ENST00000491504.5	chr1	201359007	201377680
ENST00000236918.11	chr1	201359008	201373254
ENST00000360372.8	chr1	201359008	201373254
ENST00000367317.8	chr1	201359008	201373254
ENST00000458432.6	chr1	201359008	201377700
ENST00000367315.6	chr1	201359014	201373266
ENST00000421663.6	chr1	201359018	201377664
ENST00000367320.6	chr1	201359023	201377661
ENST00000509001.5	chr1	201359033	201377762
ENST00000438742.5	chr1	201359244	201377664
ENST00000515042.5	chr1	201360826	201366966
ENST00000477035.1	chr1	201361011	201361357
ENST00000466570.5	chr1	201363328	201373315
ENST00000455702.5	chr1	201363355	201377633
ENST00000503459.1	chr1	201363926	201367808
ENST00000422165.5	chr1	201365244	201377652
ENST00000412633.2	chr1	201365275	201377664
ENST00000445079.2	chr1	201366394	201368314
ENST00000475686.5	chr1	201366842	201373265
ENST00000494095.5	chr1	201367142	201375368
ENST00000472177.2	chr1	201367452	201377680
ENST00000503578.5	chr1	201373243	201385784
ENST00000391967.6	chr1	201380837	201399608
ENST00000367313.4	chr1	201381206	201399548
ENST00000475136.1	chr1	201382283	201383208
ENST00000488842.1	chr1	201382685	201383573
ENST00000631576.1	chr1	201386810	201399915
ENST00000632743.1	chr1	201386846	201397316
ENST00000633953.1	chr1	201386892	201399309
ENST00000633182.1	chr1	201399632	201401190
ENST00000622580.4	chr1	201403767	201421746
ENST00000361379.8	chr1	201404496	201421746
ENST00000336092.8	chr1	201408863	201429866
ENST00000555948.5	chr1	201409066	201422021
ENST00000367312.5	chr1	201409856	201421718
ENST00000555340.6	chr1	201411356	201421726
ENST00000556362.1	chr1	201411401	201422167
ENST00000413162.2	chr1	201428974	201429361
ENST00000430471.1	chr1	201464382	201465146
ENST00000367311.4	chr1	201464382	201469184
ENST00000485436.1	chr1	201465852	201468581
ENST00000497057.1	chr1	201465943	201466657
ENST00000367309.1	chr1	201465957	201469237
ENST00000367306.5	chr1	201483529	201509456
ENST00000533402.5	chr1	201483531	201492499
ENST00000527662.5	chr1	201483531	201492901
ENST00000532313.5	chr1	201483531	201496301
ENST00000340006.6	chr1	201483533	201507259
ENST00000531916.5	chr1	201483925	201509456
ENST00000532460.5	chr1	201483978	201496573
ENST00000526256.5	chr1	201484239	201507123
ENST00000533432.5	chr1	201484362	201506839
ENST00000530120.5	chr1	201484668	201507123
ENST00000526317.5	chr1	201484676	201507123
ENST00000526723.5	chr1	201484676	201507123
ENST00000524951.5	chr1	201484724	201507123
ENST00000458271.6	chr1	201486157	201507123
ENST00000527573.5	chr1	201486914	201507123
ENST00000529975.5	chr1	201488050	201506703
ENST00000533188.1	chr1	201488626	201507123
ENST00000471596.1	chr1	201489733	201507103
ENST00000481851.1	chr1	201495598	201507104
ENST00000454651.2	chr1	201507240	201534784
ENST00000441932.1	chr1	201518702	201530474
ENST00000648727.1	chr1	201519969	201584367
ENST00000482594.2	chr1	201520055	201520549
ENST00000593583.1	chr1	201622884	201623610
ENST00000367302.5	chr1	201622926	201823344
ENST00000491403.1	chr1	201623282	201629540
ENST00000367296.8	chr1	201648248	201826969
ENST00000449492.1	chr1	201673104	201674144
ENST00000413035.5	chr1	201688258	201829559
ENST00000577455.1	chr1	201719507	201719627
ENST00000429443.1	chr1	201723293	201737506
ENST00000364072.1	chr1	201733405	201733505
ENST00000490213.5	chr1	201739316	201803690
ENST00000367295.5	chr1	201739867	201826969
ENST00000430015.5	chr1	201780522	201803690
ENST00000469130.5	chr1	201782629	201798608
ENST00000438083.1	chr1	201786439	201808045
ENST00000477118.2	chr1	201786549	201803706
ENST00000408101.1	chr1	201808610	201808702
ENST00000421449.1	chr1	201816853	201829218
ENST00000421159.1	chr1	201820454	201829085
ENST00000361565.8	chr1	201829140	201884294
ENST00000464348.5	chr1	201829148	201853073
ENST00000479374.1	chr1	201847294	201850816
ENST00000622461.1	chr1	201863372	201863447
ENST00000456707.1	chr1	201874314	201876373
ENST00000464117.1	chr1	201888679	201892137
ENST00000362011.6	chr1	201888707	201892306
ENST00000481699.1	chr1	201888933	201890493
ENST00000414927.5	chr1	201893841	201899978
ENST00000367288.4	chr1	201896451	201946587
ENST00000616739.1	chr1	201896455	201946588
ENST00000458139.1	chr1	201898099	201899978
ENST00000367287.4	chr1	201955490	201970661
ENST00000478378.5	chr1	201955505	201969717
ENST00000484647.1	chr1	201955509	201958028
ENST00000482943.1	chr1	201962215	201970351
ENST00000383910.1	chr1	201978460	201978595
ENST00000412093.1	chr1	201978641	201978949
ENST00000481780.5	chr1	201982371	202001399
ENST00000295640.8	chr1	201982623	202006147
ENST00000367286.7	chr1	201982651	202006147
ENST00000487116.5	chr1	201982756	201997554
ENST00000492587.5	chr1	201982818	202001488
ENST00000471105.5	chr1	201982954	202006147
ENST00000447312.5	chr1	201983329	202001767
ENST00000478617.5	chr1	201983374	202003420
ENST00000479726.5	chr1	201983378	201999945
ENST00000492849.5	chr1	201983470	202003318
ENST00000620670.1	chr1	201983490	201989530
ENST00000419190.2	chr1	201995695	202010463
ENST00000449524.1	chr1	201996171	202001722
ENST00000415582.1	chr1	202000100	202001283
ENST00000464707.1	chr1	202001260	202003349
ENST00000479531.1	chr1	202001468	202004496
ENST00000618268.1	chr1	202003123	202003236
ENST00000359651.7	chr1	202007944	202016009
ENST00000367284.9	chr1	202010516	202017188
ENST00000367283.7	chr1	202010586	202016009
ENST00000495848.1	chr1	202010593	202012571
ENST00000490203.5	chr1	202010598	202013268
ENST00000498017.1	chr1	202010624	202011808
ENST00000446188.1	chr1	202010643	202013197
ENST00000504773.1	chr1	202011369	202015657
ENST00000470384.1	chr1	202012444	202013276
ENST00000479874.1	chr1	202012568	202012995
ENST00000475698.1	chr1	202013777	202015794
ENST00000453255.1	chr1	202028605	202028692
ENST00000457453.1	chr1	202039850	202039934
ENST00000391210.2	chr1	202070840	202070943
ENST00000416794.1	chr1	202096758	202096978
ENST00000367282.5	chr1	202122857	202133592
ENST00000272217.6	chr1	202133403	202144741
ENST00000614750.1	chr1	202133403	202144743
ENST00000491358.1	chr1	202134382	202135608
ENST00000486225.1	chr1	202135201	202138034
ENST00000367279.8	chr1	202147012	202159991
ENST00000309017.7	chr1	202147012	202161581
ENST00000495688.5	chr1	202147014	202160594
ENST00000462815.5	chr1	202148212	202160608
ENST00000496197.5	chr1	202148288	202160608
ENST00000480836.5	chr1	202148438	202160615
ENST00000477554.5	chr1	202148499	202161581
ENST00000492977.5	chr1	202149850	202158569
ENST00000477625.5	chr1	202152537	202160644
ENST00000629151.2	chr1	202153765	202160578
ENST00000479092.5	chr1	202154185	202160615
ENST00000476061.5	chr1	202154238	202160602
ENST00000464870.5	chr1	202155536	202160608
ENST00000467283.5	chr1	202155536	202160608
ENST00000435759.6	chr1	202155560	202160608
ENST00000486116.5	chr1	202155580	202160608
ENST00000491584.1	chr1	202157963	202160605
ENST00000492451.1	chr1	202158117	202161588
ENST00000468385.1	chr1	202158457	202160608
ENST00000641549.1	chr1	202168050	202189296
ENST00000482597.5	chr1	202168050	202189353
ENST00000638692.1	chr1	202183597	202189449
ENST00000639439.1	chr1	202186619	202189449
ENST00000490575.1	chr1	202186854	202189455
ENST00000367278.7	chr1	202193900	202319781
ENST00000255432.11	chr1	202203735	202319781
ENST00000487787.5	chr1	202203776	202319690
ENST00000423542.5	chr1	202210707	202305749
ENST00000439764.2	chr1	202214154	202319207
ENST00000503519.1	chr1	202225422	202236334
ENST00000308543.3	chr1	202276269	202306921
ENST00000506931.1	chr1	202276300	202281013
ENST00000646651.1	chr1	202331656	202341936
ENST00000367274.9	chr1	202331656	202341966
ENST00000646595.1	chr1	202331656	202341970
ENST00000487227.6	chr1	202331656	202341980
ENST00000643045.1	chr1	202331737	202341959
ENST00000460852.2	chr1	202331954	202341936
ENST00000391959.5	chr1	202348698	202592706
ENST00000608999.5	chr1	202348698	202592706
ENST00000480184.5	chr1	202348719	202438242
ENST00000356764.6	chr1	202348727	202438242
ENST00000476364.5	chr1	202348727	202438242
ENST00000429682.2	chr1	202369525	202370145
ENST00000606519.1	chr1	202410107	202410207
ENST00000466968.1	chr1	202416830	202434763
ENST00000488330.1	chr1	202428534	202434768
ENST00000464965.1	chr1	202437819	202438623
ENST00000417053.2	chr1	202438395	202439566
ENST00000602961.1	chr1	202439494	202439957
ENST00000434615.2	chr1	202442525	202449097
ENST00000498070.5	chr1	202448283	202502909
ENST00000290419.9	chr1	202462742	202581152
ENST00000491336.5	chr1	202462742	202581152
ENST00000422457.2	chr1	202471863	202472117
ENST00000466273.6	chr1	202496818	202564479
ENST00000517233.1	chr1	202527309	202527427
ENST00000634903.1	chr1	202539839	202580577
ENST00000367269.2	chr1	202558617	202567827
ENST00000465284.5	chr1	202567423	202580838
ENST00000462074.1	chr1	202567517	202580842
ENST00000618451.1	chr1	202574917	202577250
ENST00000367267.5	chr1	202590595	202643453
ENST00000367268.4	chr1	202590595	202710417
ENST00000428573.1	chr1	202604267	202605293
ENST00000411431.1	chr1	202632427	202632911
ENST00000367265.8	chr1	202724494	202809470
ENST00000648676.1	chr1	202724713	202729715
ENST00000648338.1	chr1	202724886	202808473
ENST00000649339.1	chr1	202727403	202730544
ENST00000472822.6	chr1	202727403	202734315
ENST00000649542.1	chr1	202727404	202808049
ENST00000647757.1	chr1	202727411	202808052
ENST00000649400.1	chr1	202727416	202745912
ENST00000647747.1	chr1	202727426	202733427
ENST00000367264.7	chr1	202727434	202808481
ENST00000650569.1	chr1	202727444	202808416
ENST00000648473.1	chr1	202727444	202808481
ENST00000648056.1	chr1	202727447	202808487
ENST00000649230.1	chr1	202727493	202747565
ENST00000650506.1	chr1	202727582	202743304
ENST00000649770.1	chr1	202727674	202808421
ENST00000491153.2	chr1	202728203	202732056
ENST00000648469.1	chr1	202728290	202808470
ENST00000498276.2	chr1	202728447	202746604
ENST00000650417.1	chr1	202728480	202808481
ENST00000647657.1	chr1	202728614	202734272
ENST00000649089.1	chr1	202728697	202750702
ENST00000235790.9	chr1	202729904	202807348
ENST00000649388.1	chr1	202735171	202736240
ENST00000650422.1	chr1	202735504	202777581
ENST00000649929.1	chr1	202745554	202755370
ENST00000647754.1	chr1	202748396	202759324
ENST00000456180.2	chr1	202753030	202758952
ENST00000649321.1	chr1	202754996	202762945
ENST00000648099.1	chr1	202758268	202760523
ENST00000648738.1	chr1	202758439	202808114
ENST00000648744.1	chr1	202760529	202767209
ENST00000648958.1	chr1	202764073	202808433
ENST00000602511.1	chr1	202767030	202808125
ENST00000430450.2	chr1	202767228	202767418
ENST00000650368.1	chr1	202770096	202808487
ENST00000649200.1	chr1	202770925	202808439
ENST00000648354.1	chr1	202772694	202808216
ENST00000650493.1	chr1	202773188	202808449
ENST00000470573.5	chr1	202773216	202806751
ENST00000467487.3	chr1	202774629	202807205
ENST00000444461.1	chr1	202796029	202797094
ENST00000564127.1	chr1	202810237	202810829
ENST00000553157.1	chr1	202810953	202812156
ENST00000417262.5	chr1	202810961	202811913
ENST00000425295.1	chr1	202810961	202811913
ENST00000330493.6	chr1	202820265	202827225
ENST00000549576.4	chr1	202825185	202826320
ENST00000443294.5	chr1	202851827	202861608
ENST00000449915.1	chr1	202852961	202859222
ENST00000442868.1	chr1	202852990	202859099
ENST00000430114.1	chr1	202857927	202861620
ENST00000456105.2	chr1	202861753	202875241
ENST00000438944.1	chr1	202873293	202874326
ENST00000367262.3	chr1	202878956	202889135
ENST00000367261.7	chr1	202891099	202927262
ENST00000367259.1	chr1	202891115	202909161
ENST00000367258.1	chr1	202909009	202928636
ENST00000430583.2	chr1	202911811	202912729
ENST00000362601.1	chr1	202914879	202914980
ENST00000340990.9	chr1	202940822	202958389
ENST00000495562.5	chr1	202940825	202944796
ENST00000367254.7	chr1	202941489	202958264
ENST00000417068.5	chr1	202943763	202958572
ENST00000426229.1	chr1	202944982	202958285
ENST00000367249.8	chr1	202961868	202967280
ENST00000497655.1	chr1	202961875	202965384
ENST00000482572.5	chr1	202962546	202967243
ENST00000483915.1	chr1	202962549	202963559
ENST00000446185.1	chr1	202962925	202966560
ENST00000473599.5	chr1	202965370	202967275
ENST00000478009.1	chr1	202965886	202967225
ENST00000438139.1	chr1	202986556	202988582
ENST00000417729.1	chr1	202987276	202988482
ENST00000427395.1	chr1	202999737	203000352
ENST00000367242.3	chr1	203007385	203024848
ENST00000543891.5	chr1	203007402	203016094
ENST00000468449.5	chr1	203007773	203017919
ENST00000463015.1	chr1	203008739	203015572
ENST00000488097.2	chr1	203015839	203020801
ENST00000367240.6	chr1	203026497	203078736
ENST00000295706.8	chr1	203034483	203078735
ENST00000447715.6	chr1	203034483	203078740
ENST00000601609.1	chr1	203045408	203046507
ENST00000600426.5	chr1	203045465	203076497
ENST00000272198.10	chr1	203051182	203078736
ENST00000599966.5	chr1	203051239	203076953
ENST00000600447.1	chr1	203053702	203055557
ENST00000599514.1	chr1	203053745	203056806
ENST00000594656.1	chr1	203061365	203067765
ENST00000486360.1	chr1	203062958	203078735
ENST00000597023.1	chr1	203067444	203068600
ENST00000594572.1	chr1	203076002	203076981
ENST00000241651.4	chr1	203083131	203086036
ENST00000309502.7	chr1	203090653	203167404
ENST00000367236.8	chr1	203127064	203167405
ENST00000421055.1	chr1	203127258	203127954
ENST00000640524.1	chr1	203127707	203165089
ENST00000337894.8	chr1	203127707	203167405
ENST00000367235.1	chr1	203128305	203166749
ENST00000618295.1	chr1	203128372	203166062
ENST00000464019.1	chr1	203129633	203165741
ENST00000434265.2	chr1	203144693	203152579
ENST00000472535.1	chr1	203150631	203166749
ENST00000467253.1	chr1	203152645	203166115
ENST00000621380.1	chr1	203167810	203175783
ENST00000255416.8	chr1	203167810	203175813
ENST00000473185.1	chr1	203178930	203182134
ENST00000255409.7	chr1	203178930	203186749
ENST00000404436.2	chr1	203178980	203182805
ENST00000478742.1	chr1	203179133	203180133
ENST00000472064.1	chr1	203179997	203182841
ENST00000484834.5	chr1	203212826	203272809
ENST00000479483.1	chr1	203212834	203218021
ENST00000367229.5	chr1	203216078	203229671
ENST00000491855.5	chr1	203216669	203229645
ENST00000255427.7	chr1	203216669	203229671
ENST00000503786.1	chr1	203216947	203229671
ENST00000506427.1	chr1	203219573	203222310
ENST00000513472.5	chr1	203223587	203260862
ENST00000460619.1	chr1	203240329	203273641
ENST00000412758.2	chr1	203255742	203256475
ENST00000412772.1	chr1	203287151	203288801
ENST00000433008.1	chr1	203287769	203288534
ENST00000457348.5	chr1	203298757	203305309
ENST00000425698.1	chr1	203300513	203304548
ENST00000432511.1	chr1	203301165	203305259
ENST00000475157.1	chr1	203305490	203309569
ENST00000290551.4	chr1	203305535	203309602
ENST00000365430.1	chr1	203318995	203319099
ENST00000354955.4	chr1	203340627	203351489
ENST00000647586.1	chr1	203340660	203351758
ENST00000493296.1	chr1	203341336	203351088
ENST00000461936.1	chr1	203342182	203351086
ENST00000381357.4	chr1	203353364	203353651
ENST00000605576.1	chr1	203400265	203400581
ENST00000343110.2	chr1	203475827	203491352
ENST00000367222.6	chr1	203494142	203508864
ENST00000448911.1	chr1	203495969	203499709
ENST00000357681.9	chr1	203626560	203744081
ENST00000367218.7	chr1	203626786	203744079
ENST00000451818.2	chr1	203656968	203657760
ENST00000341360.6	chr1	203682808	203740319
ENST00000458092.5	chr1	203723896	203728310
ENST00000466407.1	chr1	203723960	203727754
ENST00000356729.5	chr1	203723962	203733632
ENST00000484746.1	chr1	203727467	203744080
ENST00000408716.1	chr1	203729580	203729705
ENST00000442561.6	chr1	203765175	203776117
ENST00000367217.5	chr1	203765176	203774722
ENST00000367215.1	chr1	203769637	203776233
ENST00000466470.5	chr1	203795653	203802173
ENST00000432282.5	chr1	203795653	203818665
ENST00000453771.5	chr1	203795653	203847687
ENST00000461980.1	chr1	203795659	203802261
ENST00000367210.2	chr1	203795659	203854121
ENST00000638800.1	chr1	203795659	203854999
ENST00000367214.5	chr1	203795670	203852420
ENST00000492823.1	chr1	203795685	203796788
ENST00000639812.1	chr1	203795694	203854999
ENST00000367212.7	chr1	203795698	203852430
ENST00000332127.8	chr1	203795705	203854124
ENST00000550078.2	chr1	203795713	203854999
ENST00000495527.5	chr1	203798845	203854034
ENST00000545588.5	chr1	203799334	203854118
ENST00000432760.2	chr1	203805620	203806263
ENST00000640465.1	chr1	203814904	203854118
ENST00000480354.1	chr1	203829270	203829896
ENST00000427282.2	chr1	203835584	203835912
ENST00000488411.1	chr1	203850173	203851122
ENST00000483099.5	chr1	203861602	203870081
ENST00000475035.5	chr1	203861602	203870084
ENST00000470492.5	chr1	203861608	203870077
ENST00000414487.6	chr1	203861614	203870550
ENST00000469451.1	chr1	203861849	203865119
ENST00000367208.1	chr1	203863624	203870051
ENST00000420409.1	chr1	203872573	203874187
ENST00000479457.1	chr1	203903722	203904013
ENST00000413296.1	chr1	203954639	203955780
ENST00000367207.7	chr1	204032446	204041265
ENST00000418245.5	chr1	204032933	204041264
ENST00000427799.1	chr1	204032933	204041265
ENST00000367203.8	chr1	204073114	204119859
ENST00000534185.1	chr1	204073152	204114570
ENST00000530882.1	chr1	204073155	204117158
ENST00000367204.5	chr1	204073603	204127743
ENST00000525442.1	chr1	204074025	204113088
ENST00000528591.5	chr1	204078128	204116627
ENST00000618875.4	chr1	204112915	204127741
ENST00000272193.10	chr1	204116064	204126152
ENST00000480326.1	chr1	204116506	204122917
ENST00000525258.1	chr1	204122385	204123729
ENST00000565388.1	chr1	204131061	204131966
ENST00000367201.7	chr1	204131061	204151894
ENST00000367202.8	chr1	204131061	204152003
ENST00000367197.5	chr1	204131955	204141262
ENST00000422072.5	chr1	204131961	204141287
ENST00000472340.5	chr1	204134514	204146990
ENST00000492392.1	chr1	204134537	204138919
ENST00000422699.5	chr1	204134547	204147575
ENST00000452983.5	chr1	204137111	204146960
ENST00000444817.1	chr1	204137212	204149881
ENST00000477125.1	chr1	204140034	204142026
ENST00000433869.1	chr1	204141407	204143009
ENST00000429525.1	chr1	204149872	204151428
ENST00000272190.8	chr1	204154818	204166322
ENST00000638118.1	chr1	204154937	204190324
ENST00000440142.2	chr1	204183005	204183537
ENST00000367194.4	chr1	204190340	204196486
ENST00000625357.1	chr1	204190461	204192876
ENST00000308302.3	chr1	204198159	204214092
ENST00000475517.1	chr1	204198941	204201701
ENST00000272203.7	chr1	204218850	204359916
ENST00000637508.1	chr1	204220755	204307395
ENST00000414478.1	chr1	204221220	204359916
ENST00000485632.1	chr1	204261337	204262100
ENST00000564627.2	chr1	204273625	204377665
ENST00000437919.1	chr1	204277004	204277948
ENST00000403842.2	chr1	204346775	204347258
ENST00000628516.1	chr1	204368430	204369719
ENST00000443515.1	chr1	204377849	204435846
ENST00000433886.1	chr1	204394540	204394774
ENST00000367188.4	chr1	204403386	204411791
ENST00000367187.7	chr1	204422627	204490424
ENST00000424712.6	chr1	204422629	204490346
ENST00000462752.1	chr1	204431339	204432271
ENST00000479079.1	chr1	204449175	204450130
ENST00000496872.1	chr1	204454576	204456291
ENST00000367184.2	chr1	204464451	204467346
ENST00000415899.1	chr1	204469409	204494724
ENST00000429009.1	chr1	204469621	204494701
ENST00000367183.7	chr1	204516378	204558119
ENST00000391947.6	chr1	204516378	204558119
ENST00000454264.6	chr1	204516378	204558119
ENST00000612738.4	chr1	204516378	204558119
ENST00000614459.4	chr1	204516378	204558119
ENST00000616250.4	chr1	204516378	204558119
ENST00000470797.5	chr1	204516382	204532650
ENST00000367182.7	chr1	204516382	204558120
ENST00000621032.4	chr1	204516405	204554200
ENST00000463049.5	chr1	204516405	204554201
ENST00000470908.5	chr1	204516450	204546832
ENST00000471783.1	chr1	204516471	204544599
ENST00000367180.5	chr1	204525489	204537041
ENST00000507825.3	chr1	204525518	204546834
ENST00000432698.1	chr1	204528844	204529692
ENST00000367179.7	chr1	204537856	204549194
ENST00000462012.1	chr1	204537874	204542931
